block_group_id,population,median_income
060750311001,1119.0,250001.0
060750311002,1491.0,155393.0
060750311003,799.0,211083.0
060750311004,1239.0,172426.0
060750311005,1628.0,196955.0
060750312011,2858.0,102014.0
060750312012,1089.0,98867.0
060750312013,928.0,136435.0
060750312014,1031.0,-666666666.0
060750312021,1238.0,144402.0
060750312022,1681.0,181791.0
060750313011,1432.0,51781.0
060750313012,1286.0,131131.0
060750313013,1129.0,178180.0
060750313021,1556.0,93839.0
060750313022,1200.0,118396.0
060750313023,1971.0,171500.0
060750314011,1615.0,99893.0
060750314012,1085.0,113750.0
060750314021,2528.0,150446.0
060750314022,1181.0,201333.0
060750314023,962.0,216250.0
060750326011,1520.0,152083.0
060750326012,1785.0,119250.0
060750326013,1206.0,166250.0
060750326021,2008.0,213125.0
060750326022,1121.0,144750.0
060750326023,976.0,74531.0
060750327001,739.0,145764.0
060750327002,1330.0,-666666666.0
060750327003,1191.0,86489.0
060750327004,740.0,112481.0
060750327005,571.0,104333.0
060750327006,908.0,250001.0
060750327007,1250.0,250001.0
060750328011,1522.0,102857.0
060750328012,1097.0,174018.0
060750328013,1327.0,196406.0
060750328021,1627.0,102813.0
060750328022,1667.0,167692.0
060750328023,891.0,193611.0
060750329011,849.0,168111.0
060750329012,1500.0,175982.0
060750329013,1328.0,203889.0
060750329014,1394.0,165039.0
060750329021,1423.0,131641.0
060750329022,1413.0,102375.0
060750329023,961.0,105655.0
060750330011,1666.0,168348.0
060750330012,1242.0,138846.0
060750330013,950.0,232708.0
060750330021,1479.0,177344.0
060750330022,969.0,139013.0
060750330023,1492.0,182422.0
060750331001,492.0,181111.0
060750331002,886.0,193393.0
060750331003,689.0,165000.0
060750331004,1799.0,154400.0
060750332011,3535.0,68250.0
060750332031,2119.0,74276.0
060750332032,1220.0,78365.0
060750332041,574.0,142708.0
060750332042,1608.0,55339.0
060750332043,1145.0,91196.0
060750351011,868.0,102695.0
060750351012,1706.0,130595.0
060750351013,1274.0,188125.0
060750351021,687.0,148750.0
060750351022,886.0,175000.0
060750351023,928.0,-666666666.0
060750351024,1327.0,173281.0
060750352011,1112.0,135529.0
060750352012,701.0,148015.0
060750352013,864.0,109907.0
060750352014,1670.0,168177.0
060750352015,789.0,74375.0
060750352021,1493.0,102220.0
060750352022,1442.0,123448.0
060750352023,1624.0,100455.0
060750353001,1276.0,214312.0
060750353002,1220.0,175795.0
060750353003,1007.0,114458.0
060750353004,706.0,154000.0
060750353005,1913.0,174492.0
060750353006,800.0,-666666666.0
060750354001,972.0,144795.0
060750354002,1764.0,168750.0
060750354003,1034.0,-666666666.0
060750354004,1453.0,86205.0
060750354005,1931.0,153750.0
060750401001,1309.0,250001.0
060750401002,1108.0,148646.0
060750401003,1182.0,111797.0
060750401004,678.0,103289.0
060750402001,1651.0,208333.0
060750402002,1226.0,250001.0
060750402003,973.0,100446.0
060750402004,1053.0,139408.0
060750426011,1281.0,117813.0
060750426012,2718.0,153947.0
060750426021,989.0,149677.0
060750426022,749.0,190556.0
060750426023,1322.0,182759.0
060750427001,1607.0,143904.0
060750427002,1900.0,76964.0
060750427003,1858.0,129647.0
060750428001,1141.0,226591.0
060750428002,666.0,250001.0
060750428003,612.0,250001.0
060750451001,2156.0,205870.0
060750451002,1338.0,146146.0
060750451003,1170.0,176875.0
060750452011,1277.0,226010.0
060750452012,725.0,148750.0
060750452013,1111.0,144323.0
060750452021,1567.0,100750.0
060750452022,1737.0,168304.0
060750476001,1472.0,121438.0
060750476002,1290.0,221250.0
060750476003,1370.0,180568.0
060750476004,1076.0,161084.0
060750477011,1203.0,65893.0
060750477012,1554.0,141250.0
060750477013,1985.0,141712.0
060750477021,1069.0,101761.0
060750477022,1247.0,124500.0
060750477023,1125.0,119970.0
060750478011,1287.0,241917.0
060750478012,1506.0,111693.0
060750478013,1434.0,169032.0
060750478021,1237.0,99722.0
060750478022,1449.0,188690.0
060750478023,1211.0,128854.0
060750479021,1533.0,99226.0
060750479022,1071.0,141607.0
060750479023,723.0,162023.0
060750479031,677.0,101797.0
060750479032,1847.0,191299.0
060750479033,1084.0,148500.0
060750479041,2182.0,86488.0
060750479042,993.0,222750.0
060750601001,2254.0,222679.0
060750601002,1554.0,250001.0
060750604001,1175.0,78125.0
060750604002,643.0,126563.0
060750605021,1212.0,31531.0
060750605022,459.0,26250.0
060750605023,1416.0,87500.0
060750607011,1336.0,250001.0
060750607012,4994.0,169917.0
060750607013,2085.0,250001.0
060750607021,2359.0,107989.0
060750607031,2192.0,-666666666.0
060750607032,1335.0,-666666666.0
060750607033,2409.0,210682.0
060750610001,2458.0,89459.0
060750610002,1245.0,135300.0
060750610003,855.0,151438.0
060750611011,736.0,26875.0
060750611012,1078.0,14508.0
060750611021,1007.0,43649.0
060750611022,1010.0,31806.0
060750612001,1056.0,114125.0
060750612002,1143.0,144844.0
060750612003,1964.0,97901.0
060750614011,833.0,44112.0
060750614012,576.0,210024.0
060750614013,1491.0,250001.0
060750614021,1743.0,181553.0
060750614022,611.0,250001.0
060750615011,946.0,222455.0
060750615012,413.0,250001.0
060750615013,448.0,-666666666.0
060750615021,1189.0,168694.0
060750615022,1006.0,-666666666.0
060750615031,2280.0,197292.0
060750615032,726.0,139324.0
060750615033,606.0,166654.0
060750615041,1029.0,247895.0
060750615042,1104.0,250001.0
060750615051,1162.0,250001.0
060750615061,2354.0,250001.0
060750615062,1166.0,219508.0
060750615063,1398.0,219380.0
060750615071,1550.0,167785.0
060750615072,0.0,-666666666.0
060750615081,697.0,250001.0
060750615082,891.0,150063.0
060750615083,430.0,218224.0
060759802001,179.0,-666666666.0
060759803001,49.0,104333.0
060759804011,0.0,-666666666.0
060759805011,155.0,13569.0
060759806001,1290.0,142321.0
060759809001,322.0,53800.0
060759901000,0.0,-666666666.0
060759902000,0.0,-666666666.0
