comp_id,latitude,longitude
node,30.3673716,-97.6831389
node,30.310099,-97.715232
node,30.4205474,-97.6699802
node,30.4153949,-97.6703579
node,30.4323563,-97.7714174
node,30.2450428,-97.7575655
node,30.2425708,-97.7525114
node,30.2648968,-97.7469115
node,30.2372169,-97.7525019
node,30.2373629,-97.7523866
node,30.2185316,-97.7610924
node,30.3009582,-97.7400968
node,30.1880436,-97.7699211
node,30.4206696,-97.7013403
node,30.4128571,-97.687312
node,30.4202581,-97.7014615
node,30.4155867,-97.6970069
node,30.4219075,-97.7023852
node,30.4126379,-97.6869152
node,30.4157235,-97.6974287
node,30.2845993,-97.7151648
node,30.4080684,-97.6976861
node,30.4280412,-97.6967087
node,30.2360324,-97.8765022
node,30.401616,-97.7266263
node,30.2343702,-97.8778082
node,30.2317794,-97.8834154
node,30.3952729,-97.7513535
node,30.4141543,-97.7468447
node,30.3201809,-97.6953772
node,30.3175313,-97.7217431
node,30.4005898,-97.7264951
node,30.4070468,-97.7470771
node,30.3042833,-97.72657
node,30.4284831,-97.7604218
node,30.2327604,-97.8651424
node,30.3005067,-97.7196451
node,30.2932777,-97.716018
node,30.293075,-97.7158181
node,30.2360022,-97.8762196
node,30.235796,-97.875309
node,30.2356597,-97.8739971
node,30.2356782,-97.8743055
node,30.3646456,-97.719438
node,30.3510827,-97.7193665
node,30.3876205,-97.7225876
node,30.3510432,-97.7192825
node,30.365075,-97.7196373
node,30.3638983,-97.7189973
node,30.3635565,-97.7192601
node,30.3511561,-97.7195188
node,30.3928192,-97.7260586
node,30.3660799,-97.7199001
node,30.3636004,-97.7190308
node,30.3824133,-97.7235571
node,30.3712895,-97.7278149
node,30.372575,-97.7276426
node,30.4020096,-97.7465535
node,30.359743,-97.7360804
node,30.4475756,-97.8109523
node,30.2864013,-97.7457529
node,30.3497381,-97.7343237
node,30.3727807,-97.7280496
node,30.348133,-97.714839
node,30.3729571,-97.7284262
node,30.432672,-97.7715125
node,30.4338165,-97.7723229
node,30.4340744,-97.7710801
node,30.4357452,-97.7668426
node,30.4186321,-97.7455032
node,30.4287821,-97.7604263
node,30.3639339,-97.7284603
node,30.3548459,-97.7288449
node,30.3554422,-97.7279221
node,30.3538731,-97.7253807
node,30.3639991,-97.7284448
node,30.4284031,-97.7602503
node,30.1747017,-97.8227921
node,30.1732163,-97.8217969
node,30.1735172,-97.8173035
node,30.1676566,-97.7913733
node,30.2235953,-97.7671641
node,30.2343907,-97.7207296
node,30.4137613,-97.6706293
node,30.4146437,-97.6704721
node,30.4133751,-97.6705994
node,30.41415,-97.6705496
node,30.4042646,-97.6760185
node,30.3038789,-97.7637579
node,30.3036219,-97.7639591
node,30.269119,-97.741082
node,30.265982,-97.7432184
node,30.3308551,-97.7235249
node,30.3565945,-97.7353493
node,30.3560654,-97.7359899
node,30.2005783,-97.8678802
node,30.433198,-97.7717338
node,30.4333882,-97.7710022
node,30.2739426,-97.759037
node,30.3580454,-97.7611718
node,30.2869407,-97.7449912
node,30.2008869,-97.8759539
node,30.2008996,-97.8760255
node,30.2008883,-97.8760776
node,30.2009154,-97.876197
node,30.2004688,-97.8703533
node,30.2004692,-97.8701876
node,30.2004464,-97.8695902
node,30.200262,-97.8685692
node,30.239076,-97.726939
node,30.2363792,-97.7902167
node,30.2998476,-97.7211684
node,30.3007002,-97.7206157
node,30.2997689,-97.7212159
node,30.3005972,-97.7204093
node,30.3010176,-97.7212379
node,30.3597473,-97.7391576
node,30.3596618,-97.7390727
node,30.3595549,-97.7390798
node,30.3592159,-97.7390691
node,30.359106,-97.7390656
node,30.3589196,-97.7390634
node,30.3590026,-97.7391937
node,30.2564456,-97.8912287
node,30.4529058,-97.8262099
node,30.2577247,-97.9057521
node,30.3049017,-97.7100035
node,30.432472,-97.7702757
node,30.2201874,-97.8415946
node,30.220989,-97.841331
node,30.2241928,-97.7711496
node,30.395413,-97.75191
node,30.395142,-97.752389
node,30.393758,-97.750673
node,30.395237,-97.751239
node,30.395027,-97.750578
node,30.4073935,-97.7470427
node,30.3626907,-97.7184204
node,30.3548269,-97.7552539
node,30.248576,-97.7503293
node,30.4187908,-97.700954
node,30.4054504,-97.6741901
node,30.4054372,-97.6739517
node,30.4054481,-97.6741119
node,30.2505974,-97.7490738
node,30.2501648,-97.7491938
node,30.2743154,-97.7644066
node,30.3178706,-97.7217703
node,30.2646782,-97.7460563
node,30.2646368,-97.7458184
node,30.2647398,-97.7462694
node,30.2656354,-97.7456894
node,30.2646485,-97.7459275
node,30.2647907,-97.7464805
node,30.2646994,-97.7461213
node,30.2656684,-97.7458194
node,30.2647576,-97.7463454
node,30.2646629,-97.7459918
node,30.2656885,-97.7458792
node,30.2654172,-97.7455059
node,30.2647205,-97.7461943
node,30.2656546,-97.7457548
node,30.2646352,-97.7458776
node,30.2647741,-97.7464146
node,30.2656149,-97.7462012
node,30.2652984,-97.7483057
node,30.2656151,-97.7478941
node,30.265368,-97.7485117
node,30.2656622,-97.7481675
node,30.2647149,-97.7481276
node,30.2656365,-97.7480052
node,30.265346,-97.7484503
node,30.2656742,-97.7483921
node,30.2652372,-97.7480632
node,30.2650725,-97.7475301
node,30.2653884,-97.7485957
node,30.2674916,-97.7494254
node,30.2676672,-97.7493712
node,30.2674245,-97.7494501
node,30.2477449,-97.7745241
node,30.2653725,-97.7469478
node,30.248218,-97.7695733
node,30.2105893,-97.726309
node,30.2197651,-97.7562975
node,30.3239455,-97.726421
node,30.2663936,-97.7363723
node,30.2669823,-97.7368594
node,30.2665406,-97.7378026
node,30.2665683,-97.7379017
node,30.2394202,-97.8393064
node,30.2993758,-97.7407578
node,30.2413297,-97.7604481
node,30.2479798,-97.7694656
node,30.206266,-97.717452
node,30.3591803,-97.734772
node,30.3183477,-97.7244911
node,30.2844226,-97.7194198
node,30.3275046,-97.7399214
node,30.3268687,-97.7394092
node,30.2377465,-97.7532863
node,30.264897,-97.744215
node,30.2718115,-97.7542253
node,30.2676959,-97.7526645
node,30.3178471,-97.7221381
node,30.341945,-97.715793
node,30.262289,-97.722044
node,30.2597258,-97.7106481
node,30.2596629,-97.7103569
node,30.2633992,-97.7278593
node,30.26205,-97.725016
node,30.268625,-97.72816
node,30.2869359,-97.7418213
node,30.2873346,-97.7418401
node,30.3354995,-97.7391773
node,30.3362323,-97.739043
node,30.3363195,-97.7390244
node,30.336401,-97.739012
node,30.336634,-97.738972
node,30.298339,-97.7168745
node,30.286727,-97.704751
node,30.2937946,-97.7197143
node,30.343119,-97.725654
node,30.3331168,-97.7404745
node,30.333007,-97.7404879
node,30.305816,-97.735839
node,30.269843,-97.7423853
node,30.302593,-97.745094
node,30.308745,-97.740992
node,30.3645036,-97.7164007
node,30.3570212,-97.7012386
node,30.357197,-97.701103
node,30.3083865,-97.7527187
node,30.236877,-97.683957
node,30.4688262,-97.8042121
node,30.470439,-97.801425
node,30.291801,-97.735186
node,30.287877,-97.741902
node,30.288157,-97.74187
node,30.2842058,-97.7162365
node,30.268452,-97.725791
node,30.268515,-97.725598
node,30.3173618,-97.721549
node,30.3796435,-97.7146644
node,30.3797384,-97.7149812
node,30.218283,-97.796185
node,30.218213,-97.796232
node,30.2177,-97.79657
node,30.2705203,-97.7556896
node,30.2706027,-97.7559109
node,30.270566,-97.7558102
node,30.268413,-97.7532437
node,30.2684609,-97.7533812
node,30.2719615,-97.7545075
node,30.4046144,-97.6385147
node,30.4161589,-97.7065593
node,30.401027,-97.727685
node,30.2346535,-97.7205317
node,30.2333049,-97.7212476
node,30.2100032,-97.7374218
node,30.205072,-97.752477
node,30.215524,-97.763761
node,30.2037,-97.807686
node,30.172783,-97.816397
node,30.334451,-97.6690625
node,30.3347179,-97.6693045
node,30.363395,-97.685774
node,30.3584771,-97.6868097
node,30.3584204,-97.6866788
node,30.358376,-97.686557
node,30.377538,-97.6825164
node,30.148445,-97.849517
node,30.4205522,-97.7013973
node,30.4220437,-97.7017921
node,30.1619471,-97.7946454
node,30.3767379,-97.7251955
node,30.4161143,-97.695336
node,30.274208,-97.6986064
node,30.2799202,-97.7591332
node,30.2839489,-97.7198191
node,30.2825114,-97.7440516
node,30.3344026,-97.7164224
node,30.4875567,-97.7699559
node,30.4888948,-97.7721905
node,30.3578086,-97.732245
node,30.2467268,-97.7509822
node,30.2468102,-97.7509507
node,30.2467772,-97.7509614
node,30.246664,-97.7510018
node,30.2468779,-97.750934
node,30.4214809,-97.7546755
node,30.2352167,-97.7915712
node,30.3580392,-97.732797
node,30.1589979,-97.7908947
node,30.4172426,-97.6709319
node,30.3599606,-97.7365466
node,30.2570178,-97.8076194
node,30.2706015,-97.741622
node,30.4254991,-97.753651
node,30.3939811,-97.7432403
node,30.2449761,-97.7569342
node,30.4174303,-97.7453969
node,30.4171513,-97.7457711
node,30.4175892,-97.7457424
node,30.4006739,-97.7231279
node,30.2889261,-97.7077235
node,30.2429035,-97.7839568
node,30.2415727,-97.7841982
node,30.2414396,-97.7840749
node,30.2414863,-97.7836026
node,30.402139,-97.7222471
node,30.402726,-97.7224898
node,30.4028617,-97.7228837
node,30.4031144,-97.7224093
node,30.4037736,-97.7219131
node,30.4039101,-97.7207741
node,30.4024896,-97.7207032
node,30.4017013,-97.7223317
node,30.4034486,-97.722026
node,30.4029138,-97.7208307
node,30.4023748,-97.7221255
node,30.4027542,-97.7226293
node,30.400552,-97.7228508
node,30.4028738,-97.72296
node,30.4026852,-97.7200181
node,30.4030425,-97.7222539
node,30.4033502,-97.7236299
node,30.4033758,-97.7220625
node,30.4038772,-97.721868
node,30.4041039,-97.7208298
node,30.4047491,-97.7215175
node,30.403831,-97.7207438
node,30.4033441,-97.7205192
node,30.4018427,-97.7222905
node,30.402697,-97.7223457
node,30.4026967,-97.7228374
node,30.4030706,-97.7221917
node,30.4035813,-97.7219935
node,30.4039629,-97.7218394
node,30.4001222,-97.7233155
node,30.4036349,-97.7206507
node,30.4051138,-97.7218775
node,30.4016167,-97.7223824
node,30.4030256,-97.7208866
node,30.4023992,-97.7258962
node,30.4007066,-97.7264344
node,30.4021561,-97.7255331
node,30.4025918,-97.725679
node,30.4011813,-97.7267757
node,30.4023635,-97.7252905
node,30.4012422,-97.7262511
node,30.4026678,-97.7250647
node,30.4014742,-97.7266766
node,30.4029218,-97.7249135
node,30.4032076,-97.7252104
node,30.4020484,-97.7256688
node,30.4001448,-97.7264074
node,30.4024375,-97.7258527
node,30.403176,-97.7252325
node,30.4010035,-97.7263142
node,30.4025042,-97.7257716
node,30.4013062,-97.7267322
node,30.4025858,-97.7251301
node,30.4013215,-97.7262319
node,30.4027795,-97.7250038
node,30.4017349,-97.726585
node,30.4033532,-97.7251212
node,30.4018937,-97.7258637
node,30.4029889,-97.7248734
node,30.4021142,-97.7255848
node,30.4036148,-97.7249429
node,30.4024705,-97.7258146
node,30.4008301,-97.7263812
node,30.4022151,-97.7254661
node,30.4011002,-97.7262967
node,30.4022821,-97.7253916
node,30.4011714,-97.726271
node,30.4030343,-97.725319
node,30.4014519,-97.7261943
node,30.4028469,-97.7249554
node,30.401989,-97.7257384
node,30.4002436,-97.7266332
node,30.40074,-97.7274508
node,30.4011455,-97.7270806
node,30.3706776,-97.7263897
node,30.3481931,-97.7341046
node,30.3806103,-97.7236972
node,30.3811598,-97.7241663
node,30.395351,-97.7196418
node,30.2848512,-97.7168812
node,30.2341875,-97.7927091
node,30.2356735,-97.7909428
node,30.3068247,-97.7405894
node,30.3069424,-97.740541
node,30.2430107,-97.7287203
node,30.1854372,-97.873215
node,30.1858585,-97.8724653
node,30.2585138,-97.7874921
node,30.421537,-97.6713109
node,30.3434915,-97.7067737
node,30.2577674,-97.8073611
node,30.2289834,-97.7842663
node,30.2020961,-97.6700119
node,30.2020949,-97.6699207
node,30.2023128,-97.6688532
node,30.2020462,-97.6684052
node,30.2021073,-97.6681507
node,30.2019919,-97.6674091
node,30.2020451,-97.6668576
node,30.2020284,-97.6664794
node,30.2020416,-97.6663252
node,30.2021332,-97.6653448
node,30.2022375,-97.665149
node,30.202365,-97.6650297
node,30.202387,-97.6650592
node,30.2702996,-97.7550986
node,30.3133522,-97.7055403
node,30.2498295,-97.7499006
node,30.3059378,-97.743068
node,30.2649121,-97.7372596
node,30.3771705,-97.6820636
node,30.1590674,-97.7909551
node,30.3944322,-97.743375
node,30.4689298,-97.8006543
node,30.4048655,-97.8515313
node,30.4695308,-97.8065295
node,30.4715735,-97.8068317
node,30.4718077,-97.8054045
node,30.4694073,-97.8079294
node,30.4711243,-97.8059046
node,30.4712196,-97.8058075
node,30.4710522,-97.8059783
node,30.4709816,-97.8059956
node,30.4709564,-97.806294
node,30.470898,-97.8063565
node,30.4708415,-97.8064206
node,30.4707975,-97.806476
node,30.4706797,-97.806585
node,30.4706019,-97.806673
node,30.4704448,-97.8068648
node,30.4703356,-97.8066836
node,30.4704527,-97.8065511
node,30.4706378,-97.8063884
node,30.4707234,-97.8063264
node,30.4707888,-97.8062516
node,30.470562,-97.8064739
node,30.4709244,-97.8060737
node,30.4708377,-97.8062049
node,30.4707016,-97.8064369
node,30.4699636,-97.8073532
node,30.4701615,-97.80715
node,30.4700852,-97.8069437
node,30.4693889,-97.8073938
node,30.4695694,-97.8072007
node,30.4696465,-97.8071215
node,30.4697288,-97.8070239
node,30.469233,-97.8075646
node,30.4695263,-97.8080752
node,30.4699111,-97.8069121
node,30.4699882,-97.8068105
node,30.4703857,-97.8064144
node,30.4710971,-97.8063206
node,30.4699951,-97.8070564
node,30.4702439,-97.8070523
node,30.4703385,-97.8069792
node,30.470153,-97.8068598
node,30.4702464,-97.8067767
node,30.4700687,-97.8072577
node,30.4696588,-97.8076662
node,30.4697481,-97.8075748
node,30.4698824,-97.8071603
node,30.4695449,-97.807776
node,30.4697217,-97.8077619
node,30.4696483,-97.8074145
node,30.4694875,-97.8075573
node,30.4695465,-97.807926
node,30.4696684,-97.8079246
node,30.4704799,-97.8063083
node,30.4705439,-97.806231
node,30.4706067,-97.8061509
node,30.470672,-97.8060824
node,30.4708605,-97.8059847
node,30.4707562,-97.8060299
node,30.4710602,-97.8057807
node,30.4711456,-97.8056889
node,30.4709961,-97.8058433
node,30.4709396,-97.8059118
node,30.4710413,-97.8063724
node,30.4709308,-97.8064861
node,30.4708718,-97.8065429
node,30.4708203,-97.8065939
node,30.4707612,-97.8066522
node,30.4713416,-97.806062
node,30.4711783,-97.8062296
node,30.4712398,-97.8061727
node,30.4712913,-97.8061217
node,30.4714081,-97.8060051
node,30.4706746,-97.806693
node,30.4702726,-97.8072119
node,30.470206,-97.8072556
node,30.4701018,-97.8073605
node,30.4698857,-97.8076549
node,30.4699045,-97.8075252
node,30.4698292,-97.807722
node,30.4700113,-97.8075077
node,30.4697651,-97.8076753
node,30.4090869,-97.6801591
node,30.4731017,-97.8011579
node,30.4674808,-97.7895708
node,30.4675703,-97.7894579
node,30.4024831,-97.7219847
node,30.3787147,-97.6574268
node,30.3786957,-97.6574834
node,30.3786651,-97.657589
node,30.4704976,-97.7963442
node,30.2611372,-97.7166643
node,30.2592017,-97.7311205
node,30.2975784,-97.7673071
node,30.344609,-97.7364776
node,30.4053659,-97.7207461
node,30.3783519,-97.7245634
node,30.2479311,-97.7726228
node,30.2091045,-97.8042351
node,30.2355146,-97.791143
node,30.2636751,-97.7571962
node,30.2318381,-97.7963093
node,30.2312221,-97.7978963
node,30.2305222,-97.7989706
node,30.2307817,-97.799566
node,30.2307609,-97.7996948
node,30.2307284,-97.7990242
node,30.2306566,-97.7989947
node,30.2306937,-97.7984019
node,30.2308119,-97.7984368
node,30.2309742,-97.8010251
node,30.2327916,-97.8029134
node,30.2326804,-97.8047682
node,30.2330871,-97.8071781
node,30.2035662,-97.8071892
node,30.2023793,-97.8060681
node,30.2023654,-97.8059474
node,30.2146977,-97.7998201
node,30.2150527,-97.7998147
node,30.2159701,-97.7997667
node,30.2169962,-97.7967516
node,30.230049,-97.7913148
node,30.2375086,-97.7937556
node,30.2414714,-97.7837353
node,30.2426753,-97.782523
node,30.2460551,-97.7777916
node,30.246941,-97.7777011
node,30.2521744,-97.7636794
node,30.2597651,-97.7582712
node,30.4036516,-97.7219615
node,30.3213408,-97.7059205
node,30.2262621,-97.7055372
node,30.419628,-97.7535822
node,30.2718676,-97.753551
node,30.2719579,-97.7546132
node,30.2711425,-97.7544791
node,30.2710754,-97.7545139
node,30.2731069,-97.7575314
node,30.272778,-97.7578345
node,30.2728938,-97.7581403
node,30.2592861,-97.7463954
node,30.2064399,-97.8058597
node,30.2338589,-97.7924116
node,30.2021254,-97.8065168
node,30.2339884,-97.7925307
node,30.2346279,-97.7930186
node,30.2341027,-97.7926619
node,30.2343361,-97.7928173
node,30.2343894,-97.7928791
node,30.2337456,-97.7923003
node,30.2353445,-97.7913827
node,30.2078409,-97.8159219
node,30.2081715,-97.8152049
node,30.2380704,-97.7978237
node,30.3315555,-97.8100086
node,30.358914,-97.7390611
node,30.2336123,-97.7921304
node,30.445395,-97.7902944
node,30.2678142,-97.7408405
node,30.2688842,-97.7289508
node,30.2470172,-97.7509642
node,30.3823572,-97.6850422
node,30.2080197,-97.8047869
node,30.2330211,-97.821344
node,30.2339105,-97.8236535
node,30.2323071,-97.8251421
node,30.3333825,-97.7407947
node,30.3559384,-97.7038047
node,30.3536427,-97.7038935
node,30.3804123,-97.7146781
node,30.3801664,-97.7141836
node,30.3812936,-97.7147135
node,30.3823231,-97.7131797
node,30.3830607,-97.7127978
node,30.3834875,-97.7141454
node,30.3834412,-97.7164282
node,30.3847819,-97.7123629
node,30.3846388,-97.7124767
node,30.43114,-97.764474
node,30.4233069,-97.7111341
node,30.3911808,-97.7475167
node,30.3666549,-97.6954912
node,30.365857,-97.6974599
node,30.3660726,-97.6973128
node,30.3661532,-97.6972591
node,30.366257,-97.697201
node,30.3664803,-97.697067
node,30.3667501,-97.6969299
node,30.3670053,-97.6967651
node,30.3670984,-97.6964924
node,30.3669203,-97.6960364
node,30.3667714,-97.6957083
node,30.3660653,-97.6964317
node,30.3658008,-97.696596
node,30.3655901,-97.6967128
node,30.3888236,-97.7415122
node,30.2215602,-97.8411937
node,30.4034114,-97.7250841
node,30.298528,-97.7189613
node,30.4457022,-97.790527
node,30.4473275,-97.7921039
node,30.4472417,-97.7920724
node,30.4468912,-97.7918968
node,30.4468562,-97.7918785
node,30.4465951,-97.7917687
node,30.4469681,-97.7911397
node,30.4471661,-97.7908022
node,30.4472058,-97.7910747
node,30.4451844,-97.7898537
node,30.4450715,-97.7896343
node,30.4449772,-97.7895412
node,30.4448734,-97.7893926
node,30.4062329,-97.7462707
node,30.4065633,-97.7469638
node,30.4066942,-97.7469427
node,30.2293601,-97.7851482
node,30.2660885,-97.74376
node,30.3532661,-97.7542549
node,30.3532369,-97.7542184
node,30.3531857,-97.7541302
node,30.3269997,-97.7394028
node,30.2444044,-97.7222414
node,30.4417283,-97.7425762
node,30.4253907,-97.7169129
node,30.4253275,-97.7167792
node,30.3440886,-97.7385612
node,30.4373622,-97.7588475
node,30.4175511,-97.7456346
node,30.4963893,-97.7743369
node,30.3810005,-97.7279968
node,30.278932,-97.6844522
node,30.4467702,-97.8044086
node,30.2835691,-97.741555
node,30.3429842,-97.6785158
node,30.2288094,-97.7677628
node,30.4180186,-97.6704035
node,30.4169668,-97.6700235
node,30.4162408,-97.6701867
node,30.416181,-97.6720861
node,30.4211874,-97.6667538
node,30.4112594,-97.6716582
node,30.4144747,-97.6705021
node,30.4170979,-97.6699392
node,30.417226,-97.6708144
node,30.4172625,-97.6710742
node,30.4983547,-97.7778672
node,30.4985704,-97.7772679
node,30.4332529,-97.7717716
node,30.4330566,-97.7716724
node,30.4321579,-97.771328
node,30.4325539,-97.7714843
node,30.432872,-97.771595
node,30.4320668,-97.7711666
node,30.4416723,-97.7451094
node,30.4419337,-97.7444091
node,30.4418747,-97.7439125
node,30.4419491,-97.7439453
node,30.4245292,-97.7145694
node,30.401731,-97.7260378
node,30.4007676,-97.7264075
node,30.3977852,-97.7267457
node,30.4682426,-97.8022834
node,30.4684158,-97.801864
node,30.4686474,-97.801444
node,30.468776,-97.8011125
node,30.469407,-97.7993871
node,30.2624189,-97.7251873
node,30.4713802,-97.7968242
node,30.4710161,-97.7967409
node,30.4718143,-97.7968348
node,30.47208,-97.7969406
node,30.4722623,-97.7969909
node,30.4727531,-97.7971138
node,30.4463267,-97.7865015
node,30.4464174,-97.7866131
node,30.4462469,-97.7863786
node,30.4459955,-97.7860239
node,30.4458338,-97.7855793
node,30.2576822,-97.7149778
node,30.2577772,-97.7271686
node,30.261133,-97.6978681
node,30.2610577,-97.6977998
node,30.2673527,-97.6931123
node,30.1944839,-97.7764929
node,30.1945016,-97.7765351
node,30.281371,-97.709648
node,30.4714934,-97.7998666
node,30.4711078,-97.7997333
node,30.4716726,-97.8011551
node,30.4701598,-97.7993244
node,30.4698531,-97.7992026
node,30.268971,-97.7406286
node,30.4156221,-97.6972432
node,30.2562617,-97.7031345
node,30.3715088,-97.7245372
node,30.4179812,-97.702472
node,30.4179912,-97.7025542
node,30.4180621,-97.7027029
node,30.4180193,-97.7027935
node,30.4170695,-97.7033711
node,30.4171349,-97.7038875
node,30.4171908,-97.7040192
node,30.4172988,-97.7042275
node,30.2645983,-97.7215295
node,30.3375475,-97.7174903
node,30.2460356,-97.7569882
node,30.3230257,-97.7278765
node,30.4180317,-97.7067928
node,30.4196245,-97.7021498
node,30.4197756,-97.7020967
node,30.4216681,-97.7006465
node,30.4171305,-97.745638
node,30.4170986,-97.7455233
node,30.390326,-97.7321565
node,30.3869992,-97.7421205
node,30.3871281,-97.742147
node,30.3866027,-97.7404918
node,30.3868432,-97.7406053
node,30.387238,-97.7407602
node,30.387802,-97.7410768
node,30.3880009,-97.7411835
node,30.3886273,-97.741476
node,30.3929061,-97.749042
node,30.3928785,-97.7486812
node,30.3927684,-97.7481959
node,30.3926196,-97.7481991
node,30.3924255,-97.7483651
node,30.3920041,-97.7481751
node,30.4082124,-97.7470981
node,30.408191,-97.7469245
node,30.4120422,-97.6896951
node,30.2855296,-97.7419985
node,30.2959713,-97.7445776
node,30.2955995,-97.7441504
node,30.29553,-97.7441558
node,30.2607713,-97.6685512
node,30.2656871,-97.7495546
node,30.3907146,-97.7225792
node,30.2674636,-97.752496
node,30.2673902,-97.7526443
node,30.2591459,-97.8086836
node,30.2574883,-97.8069791
node,30.2589953,-97.8060772
node,30.2579603,-97.8057607
node,30.2567857,-97.8051867
node,30.3706199,-97.6922188
node,30.4127572,-97.6761612
node,30.4137823,-97.6759269
node,30.4003845,-97.658038
node,30.3621481,-97.7413961
node,30.3619398,-97.7412701
node,30.3601455,-97.7369254
node,30.3617073,-97.7402196
node,30.3616366,-97.7401014
node,30.3615498,-97.7399166
node,30.3614743,-97.7397566
node,30.3614162,-97.7396217
node,30.3609305,-97.7395883
node,30.3612583,-97.7395856
node,30.3602633,-97.737226
node,30.3598379,-97.7362709
node,30.3596848,-97.7359521
node,30.3639327,-97.7295349
node,30.363877,-97.7296954
node,30.3639309,-97.7296466
node,30.3639459,-97.729603
node,30.3639426,-97.7295627
node,30.357957,-97.7318934
