comp_id,latitude,longitude
node,30.3579638,-97.7326696
node,30.3579755,-97.7320281
node,30.3578425,-97.7316272
node,30.3576834,-97.7313148
node,30.3571658,-97.7312723
node,30.3576547,-97.7312413
node,30.3417987,-97.7391197
node,30.3406268,-97.7384275
node,30.3334217,-97.7408289
node,30.3333449,-97.7407419
node,30.3331804,-97.7405473
node,30.3323364,-97.7406666
node,30.3428277,-97.7254445
node,30.3427775,-97.7254682
node,30.3428891,-97.7254254
node,30.3471081,-97.7143961
node,30.3471533,-97.7144893
node,30.3508077,-97.715456
node,30.3513892,-97.7151593
node,30.350266,-97.715868
node,30.3483297,-97.7156121
node,30.3484772,-97.7155325
node,30.3493316,-97.7172267
node,30.3461163,-97.7147174
node,30.3495336,-97.717762
node,30.3496645,-97.7180327
node,30.3503928,-97.7174213
node,30.3506016,-97.7170185
node,30.352102,-97.7163709
node,30.3516122,-97.7161999
node,30.4136827,-97.6718339
node,30.4137537,-97.6723238
node,30.4161656,-97.6719921
node,30.4215188,-97.6711282
node,30.4248,-97.6698646
node,30.4250313,-97.6700927
node,30.4248323,-97.6698486
node,30.4148553,-97.6755012
node,30.4108831,-97.6765207
node,30.4108162,-97.6764379
node,30.4106488,-97.6762326
node,30.411211,-97.6760259
node,30.4120263,-97.6755131
node,30.4120285,-97.6756327
node,30.4120472,-97.6756989
node,30.4072651,-97.6790654
node,30.4067506,-97.6788275
node,30.3815162,-97.6870574
node,30.3821462,-97.6877804
node,30.3821189,-97.6876992
node,30.3821977,-97.6894127
node,30.3829895,-97.6945596
node,30.3829953,-97.6943873
node,30.3831009,-97.6942676
node,30.3820398,-97.6934012
node,30.3802177,-97.6895162
node,30.380358,-97.6897162
node,30.3810273,-97.6871869
node,30.3811395,-97.6880655
node,30.3807303,-97.6865088
node,30.3807155,-97.6863845
node,30.3877688,-97.7102424
node,30.3858186,-97.7114017
node,30.3840972,-97.712861
node,30.3828382,-97.714765
node,30.3828949,-97.711594
node,30.3860291,-97.7174745
node,30.3817306,-97.7136885
node,30.4126248,-97.7467941
node,30.3241797,-97.716113
node,30.2985777,-97.7190661
node,30.3001159,-97.7213443
node,30.2998294,-97.7215325
node,30.2997248,-97.7215978
node,30.3001021,-97.7192396
node,30.3006557,-97.7205149
node,30.3008235,-97.7208508
node,30.2957566,-97.7173933
node,30.2957424,-97.7173439
node,30.2957081,-97.7172644
node,30.2953896,-97.7170795
node,30.2953126,-97.7170642
node,30.295059,-97.7170196
node,30.2951933,-97.7170436
node,30.2945123,-97.7178736
node,30.2960741,-97.7180267
node,30.2960327,-97.7179253
node,30.2948601,-97.7201828
node,30.2644126,-97.7341442
node,30.2642299,-97.7338316
node,30.3028787,-97.699105
node,30.3028162,-97.6991412
node,30.2359547,-97.8757441
node,30.2755351,-97.816408
node,30.3015405,-97.6997334
node,30.3015455,-97.6995598
node,30.3014789,-97.6994057
node,30.3014217,-97.6970988
node,30.2993954,-97.6859427
node,30.2993236,-97.6859976
node,30.2990587,-97.6860552
node,30.2976873,-97.6869143
node,30.2975865,-97.6869629
node,30.2975094,-97.6870138
node,30.2974623,-97.6870371
node,30.293436,-97.6782032
node,30.4200952,-97.7012026
node,30.4217087,-97.7020283
node,30.4220426,-97.7023548
node,30.1807402,-97.7219806
node,30.1456043,-97.7947671
node,30.1375388,-97.7959953
node,30.1372309,-97.7958
node,30.2446618,-97.7296015
node,30.2422136,-97.7273994
node,30.2392531,-97.7197922
node,30.2335647,-97.7211512
node,30.2336376,-97.7211292
node,30.2338438,-97.7210552
node,30.2342789,-97.7208179
node,30.2347329,-97.7204939
node,30.2348257,-97.720445
node,30.2349038,-97.7203922
node,30.234971,-97.7203612
node,30.2687254,-97.7275438
node,30.4984086,-97.7776987
node,30.4985193,-97.7773358
node,30.498786,-97.7773251
node,30.4989551,-97.7774055
node,30.4992429,-97.7775352
node,30.4994084,-97.777045
node,30.499515,-97.7770159
node,30.4964209,-97.7742603
node,30.4964914,-97.7740784
node,30.497289,-97.7734964
node,30.49837,-97.7736588
node,30.4984303,-97.7734726
node,30.4984627,-97.7734008
node,30.4767164,-97.8028195
node,30.4765915,-97.8027635
node,30.4764705,-97.8026551
node,30.476398,-97.8026015
node,30.4763043,-97.8025263
node,30.4761339,-97.8024003
node,30.476363,-97.8046447
node,30.4764276,-97.8046986
node,30.4765585,-97.8048105
node,30.4745163,-97.8010301
node,30.4745482,-97.8009109
node,30.4740151,-97.801364
node,30.4738536,-97.8013072
node,30.4737892,-97.8012724
node,30.4694218,-97.7987765
node,30.4692106,-97.7999643
node,30.470035,-97.801159
node,30.4705416,-97.8014157
node,30.4706676,-97.8013929
node,30.4707294,-97.8013807
node,30.4708229,-97.8013632
node,30.4705007,-97.8009439
node,30.4704337,-97.8009148
node,30.4703523,-97.8008769
node,30.4704171,-97.7994309
node,30.4705394,-97.7994753
node,30.4706795,-97.7995317
node,30.4708168,-97.7995945
node,30.474321,-97.7941139
node,30.4755611,-97.7988648
node,30.4761927,-97.7991841
node,30.4763636,-97.7958272
node,30.476491,-97.7955447
node,30.4757536,-97.7977899
node,30.4757857,-97.7977153
node,30.4765832,-97.795322
node,30.4766415,-97.7951837
node,30.4766675,-97.7949966
node,30.4766839,-97.7949557
node,30.477994,-97.8002352
node,30.4796945,-97.7998885
node,30.4795126,-97.7998905
node,30.4657964,-97.8024623
node,30.4657185,-97.8026198
node,30.4655661,-97.8032099
node,30.2378876,-97.7927123
node,30.3818063,-97.6852472
node,30.3820845,-97.6851614
node,30.3807917,-97.6873677
node,30.380551,-97.6876209
node,30.380322,-97.6869182
node,30.3795288,-97.6881964
node,30.3794372,-97.6882441
node,30.3793207,-97.6869661
node,30.3790053,-97.6867903
node,30.3789678,-97.6866879
node,30.3787316,-97.6862725
node,30.3786868,-97.6861417
node,30.3786334,-97.6860182
node,30.3777269,-97.6864259
node,30.3776266,-97.6864777
node,30.3775747,-97.686512
node,30.3775175,-97.6865472
node,30.3774834,-97.6865659
node,30.3774405,-97.6865825
node,30.3777951,-97.6872729
node,30.3780448,-97.6874421
node,30.3772046,-97.686227
node,30.3878755,-97.68428
node,30.3883725,-97.6840826
node,30.3874028,-97.6841583
node,30.3872992,-97.6842252
node,30.3872868,-97.6842316
node,30.3544786,-97.7264226
node,30.4538982,-97.7894045
node,30.4482392,-97.7938819
node,30.2985959,-97.7045549
node,30.2987414,-97.7044672
node,30.3014701,-97.7031126
node,30.2970733,-97.7043779
node,30.2986844,-97.7074662
node,30.2987646,-97.7016753
node,30.2987617,-97.7018181
node,30.2982911,-97.7018952
node,30.2650592,-97.7455919
node,30.2989636,-97.7043192
node,30.3251209,-97.7151095
node,30.2788207,-97.7416175
node,30.3883901,-97.7201692
node,30.2150748,-97.8336555
node,30.1833632,-97.689574
node,30.2552024,-97.7303954
node,30.257162,-97.7260197
node,30.2578954,-97.7259628
node,30.1820982,-97.7821076
node,30.2731723,-97.7533492
node,30.2677281,-97.7524883
node,30.4535328,-97.8288396
node,30.453347,-97.8286953
node,30.4582606,-97.8222982
node,30.4583797,-97.8221819
node,30.2562065,-97.7396048
node,30.257295,-97.7392212
node,30.2672443,-97.7495028
node,30.2662487,-97.74413
node,30.2749478,-97.7358675
node,30.4475163,-97.7925595
node,30.4440703,-97.8318545
node,30.2229163,-97.7613911
node,30.2415178,-97.7833969
node,30.2236613,-97.8386302
node,30.2238059,-97.8391343
node,30.2238271,-97.8392398
node,30.2238463,-97.8393355
node,30.3369767,-97.716687
node,30.2646679,-97.7294142
node,30.2125425,-97.8306502
node,30.2680608,-97.7265435
node,30.268118,-97.7267087
node,30.3038995,-97.7638597
node,30.3352478,-97.7392423
node,30.2648737,-97.7419937
node,30.2340032,-97.8771132
node,30.4151099,-97.6701424
node,30.2634756,-97.7313517
node,30.2638084,-97.7322925
node,30.1748482,-97.8241728
node,30.1947776,-97.7790372
node,30.3651646,-97.7173741
node,30.2488936,-97.7555325
node,30.2491328,-97.7550171
node,30.2785015,-97.7436932
node,30.1606037,-97.7914735
node,30.254148,-97.7166574
node,30.2310889,-97.7296869
node,30.3351968,-97.8051836
node,30.4474932,-97.7934461
node,30.3545036,-97.7304376
node,30.3539282,-97.7310881
node,30.4153465,-97.6965637
node,30.2950176,-97.7429665
node,30.3931403,-97.8453855
node,30.2510725,-97.7661762
node,30.3845477,-97.7125081
node,30.3154352,-97.7345834
node,30.3240482,-97.7399634
node,30.3178564,-97.7396297
node,30.3298164,-97.7402783
node,30.3523824,-97.7102804
node,30.4382245,-97.6962679
node,30.2027089,-97.8788391
node,30.3380817,-97.7181812
node,30.3379317,-97.7181915
node,30.3257571,-97.7156464
node,30.3268909,-97.7149352
node,30.3257605,-97.714923
node,30.325885,-97.7157303
node,30.231285,-97.7975426
node,30.2311337,-97.7982378
node,30.2358088,-97.8563102
node,30.2068532,-97.8355661
node,30.2069844,-97.8354826
node,30.1795719,-97.8401983
node,30.1796191,-97.8402807
node,30.1951366,-97.8431816
node,30.2959861,-97.7432995
node,30.2038901,-97.8791948
node,30.2626483,-97.725738
node,30.2626956,-97.725872
node,30.2625667,-97.7248069
node,30.262582,-97.7248577
node,30.2625951,-97.724901
node,30.299084,-97.7046302
node,30.2980267,-97.7041059
node,30.2980063,-97.7040406
node,30.2379022,-97.7551361
node,30.2984224,-97.7053745
node,30.2077145,-97.7810866
node,30.2456368,-97.7525759
node,30.2647916,-97.7320162
node,30.2642618,-97.7327019
node,30.264119,-97.7322704
node,30.1665671,-97.7889995
node,30.2148548,-97.8332012
node,30.2148793,-97.8332518
node,30.2147991,-97.8330862
node,30.2147799,-97.8330465
node,30.2154751,-97.8339547
node,30.2155332,-97.8339748
node,30.2152513,-97.8332815
node,30.2556925,-97.7622199
node,30.2558149,-97.762492
node,30.2558949,-97.7626515
node,30.2563585,-97.7629923
node,30.2552476,-97.7622025
node,30.2550657,-97.7623148
node,30.2008139,-97.8648227
node,30.2370789,-97.7526271
node,30.2458593,-97.7797521
node,30.212644,-97.8304281
node,30.2126997,-97.8302217
node,30.2126843,-97.8302797
node,30.2123672,-97.8307542
node,30.2124625,-97.8306976
node,30.2333287,-97.8287203
node,30.4694811,-97.7902533
node,30.3065711,-97.7408385
node,30.3063445,-97.7409862
node,30.2620466,-97.7013606
node,30.3547322,-97.7550468
node,30.4158231,-97.6977385
node,30.4165662,-97.7498208
node,30.3309103,-97.7309023
node,30.4030223,-97.7204285
node,30.4079873,-97.6983724
node,30.2445036,-97.7689658
node,30.2022707,-97.6653774
node,30.2021549,-97.6657973
node,30.2022544,-97.6654085
node,30.2021284,-97.6654687
node,30.2021296,-97.6653784
node,30.2021254,-97.6654346
node,30.1604135,-97.7942878
node,30.4056561,-97.7193376
node,30.2215527,-97.8411063
node,30.3708473,-97.7249943
node,30.3625845,-97.7287356
node,30.2007993,-97.7648722
node,30.3929162,-97.7068246
node,30.3054583,-97.7360515
node,30.3633558,-97.7284898
node,30.3034565,-97.715624
node,30.2715925,-97.6966229
node,30.363415,-97.7284759
node,30.3358132,-97.7391306
node,30.1750796,-97.8269414
node,30.3547586,-97.7551111
node,30.3519929,-97.7565313
node,30.3340299,-97.7209457
node,30.2717814,-97.753271
node,30.2478149,-97.7746824
node,30.3432699,-97.7150023
node,30.3428659,-97.7151126
node,30.2660438,-97.695952
node,30.4031684,-97.7247658
node,30.3957979,-97.7272069
node,30.3956484,-97.7272143
node,30.3968298,-97.7269874
node,30.3966334,-97.7270551
node,30.3969724,-97.7269473
node,30.4032295,-97.7247269
node,30.4032919,-97.7246873
node,30.3955732,-97.7274496
node,30.3968667,-97.7272179
node,30.3965461,-97.7270819
node,30.2121845,-97.7160327
node,30.3954145,-97.7515194
node,30.3950486,-97.7524505
node,30.3949645,-97.7503286
node,30.2661053,-97.6959637
node,30.2653337,-97.6944632
node,30.2759228,-97.6989575
node,30.2869665,-97.7057127
node,30.3353705,-97.7201382
node,30.2661701,-97.6959764
node,30.2765211,-97.6997242
node,30.4153229,-97.6964977
node,30.2122883,-97.7300905
node,30.2187928,-97.8423011
node,30.3223603,-97.7139215
node,30.2192612,-97.8425366
node,30.1694504,-97.6215795
node,30.3834324,-97.6850586
node,30.2750333,-97.7200356
node,30.3439559,-97.7154911
node,30.344312,-97.7152639
node,30.3444529,-97.715186
node,30.3439332,-97.7141785
node,30.3440134,-97.7141302
node,30.3453029,-97.7132186
node,30.3360503,-97.7169309
node,30.3362008,-97.7167964
node,30.3365001,-97.7166829
node,30.3367998,-97.7165906
node,30.337152,-97.716683
node,30.3328841,-97.7160208
node,30.3327087,-97.7156947
node,30.344507,-97.7151546
node,30.3643836,-97.7160474
node,30.488697,-97.7723363
node,30.4882674,-97.7722464
node,30.3080981,-97.7536756
node,30.3224174,-97.7281683
node,30.2049001,-97.6411289
node,30.3722956,-97.7272291
node,30.2741279,-97.7641519
node,30.2740609,-97.7640583
node,30.2704389,-97.7554494
node,30.278212,-97.7731642
node,30.3790023,-97.6283642
node,30.2679249,-97.7519471
node,30.2841428,-97.7449039
node,30.4081465,-97.6982457
node,30.4081335,-97.6979094
node,30.1572378,-97.744233
node,30.158921,-97.7450048
node,30.1587776,-97.7451122
node,30.1805152,-97.7479357
node,30.2674418,-97.742806
node,30.2655558,-97.6958098
node,30.415944,-97.6950891
node,30.4154677,-97.696745
node,30.4161459,-97.6977189
node,30.3913032,-97.6593661
node,30.4425585,-97.7742878
node,30.2747974,-97.6359009
node,30.4420387,-97.7442409
node,30.1943681,-97.7451868
node,30.1966722,-97.7430494
node,30.2744922,-97.8015455
node,30.4175208,-97.7002986
node,30.1841287,-97.7919003
node,30.1834682,-97.7920355
node,30.1841737,-97.7918806
node,30.2413395,-97.7836731
node,30.2020701,-97.8059851
node,30.356669,-97.6861182
node,30.3565894,-97.685977
node,30.356642,-97.6860507
node,30.3568455,-97.6864207
node,30.3568066,-97.6865667
node,30.3565104,-97.6868834
node,30.3564661,-97.687156
node,30.3563546,-97.687386
node,30.3565379,-97.6877771
node,30.3573932,-97.6854389
node,30.357449,-97.6854019
node,30.358865,-97.6865926
node,30.2175397,-97.7958242
node,30.3537475,-97.7046128
node,30.370563,-97.7244389
node,30.2850413,-97.7046933
node,30.3050991,-97.6814773
node,30.3305802,-97.6798964
node,30.3305191,-97.6797602
node,30.3304626,-97.6796257
node,30.2854571,-97.6838093
node,30.2327418,-97.8215905
node,30.4386743,-97.7765264
node,30.4385797,-97.7763495
node,30.2676278,-97.755067
node,30.3073046,-97.7069504
node,30.3048401,-97.7098752
node,30.304796,-97.7097916
node,30.3055653,-97.7110019
node,30.3055159,-97.710905
node,30.3054189,-97.7107091
node,30.3052761,-97.710432
node,30.3051268,-97.7083556
node,30.3061952,-97.7150494
node,30.1987949,-97.7613178
node,30.1626209,-97.79131
node,30.1625935,-97.7912176
node,30.1626529,-97.7914059
node,30.3043914,-97.7143905
node,30.254485,-97.7372989
node,30.3202858,-97.7571137
node,30.2369411,-97.8473974
node,30.2590924,-97.7235382
node,30.2596825,-97.7104464
node,30.2567021,-97.7119038
node,30.3505706,-97.6765249
node,30.214105,-97.7627317
node,30.2758647,-97.7650759
node,30.2761339,-97.7656294
node,30.2761943,-97.7657553
node,30.2762549,-97.7658817
node,30.2763101,-97.7659968
node,30.2752915,-97.7649463
node,30.4211495,-97.6624548
node,30.2294908,-97.7851433
node,30.2834154,-97.7417398
node,30.3756063,-97.6786202
node,30.3497593,-97.6927311
node,30.4312443,-97.7646787
node,30.1590453,-97.7908831
node,30.2008928,-97.7650142
node,30.2008468,-97.7649468
node,30.1897776,-97.7741776
node,30.2005063,-97.7644952
node,30.3365988,-97.719316
node,30.429073,-97.6818904
node,30.1563466,-97.7943013
node,30.2696859,-97.7541229
node,30.2542138,-97.7630361
node,30.2524145,-97.7643559
node,30.2518212,-97.7640244
node,30.2363844,-97.8207958
node,30.2359812,-97.8211205
node,30.4018006,-97.7265582
node,30.2727664,-97.7993537
node,30.2289966,-97.7877432
node,30.231969,-97.7875874
node,30.2597194,-97.7461901
node,30.2307977,-97.8027881
node,30.2764791,-97.7494502
node,30.4029353,-97.7204122
node,30.2706506,-97.754749
node,30.3909155,-97.7066097
node,30.4468894,-97.7816781
node,30.3823241,-97.7231187
node,30.2022776,-97.6633536
node,30.2022393,-97.6641924
node,30.2023822,-97.6631829
node,30.2976746,-97.7415504
node,30.2976297,-97.7415763
node,30.297445,-97.7416753
node,30.2971756,-97.7418423
node,30.3135827,-97.6880347
node,30.2741728,-97.7433375
node,30.2799806,-97.7420704
node,30.4010981,-97.7268047
node,30.4024033,-97.7217763
node,30.4031938,-97.7221433
node,30.4027668,-97.7211459
node,30.4023241,-97.7215144
node,30.2894443,-97.7067275
node,30.4028165,-97.7208686
node,30.2130695,-97.7133105
node,30.2197368,-97.7562454
node,30.2213629,-97.7567211
node,30.2214279,-97.756678
node,30.221636,-97.7558561
node,30.2353304,-97.7568953
node,30.3617057,-97.7153775
node,30.3616595,-97.7153656
node,30.3616157,-97.7153496
node,30.361143,-97.7159896
node,30.3612283,-97.7173693
node,30.3530716,-97.715697
node,30.1435797,-97.7962474
node,30.2696278,-97.7425412
node,30.2650599,-97.7385383
node,30.2651155,-97.7383559
node,30.2687463,-97.7714761
node,30.3123939,-97.7734787
node,30.313284,-97.7669227
node,30.3078726,-97.7501022
node,30.30799,-97.7500423
node,30.3593197,-97.7347
node,30.3588197,-97.7350622
node,30.2447771,-97.7518434
node,30.2196572,-97.8356592
node,30.2496332,-97.7493566
node,30.2748394,-97.7526326
node,30.2361991,-97.8212914
node,30.2331778,-97.8287686
node,30.2330916,-97.8287961
node,30.201497,-97.8788922
node,30.2015591,-97.8788727
node,30.2016389,-97.8788476
node,30.2017316,-97.8788184
node,30.203324,-97.8790922
node,30.2013545,-97.8792874
node,30.3875318,-97.7148966
node,30.3428035,-97.7257907
node,30.3320052,-97.7227875
node,30.3351442,-97.720932
node,30.2626215,-97.7249644
node,30.2627303,-97.7252766
node,30.2616589,-97.7270454
node,30.2625359,-97.7266162
node,30.2528689,-97.7638705
node,30.2530507,-97.7636947
node,30.2533924,-97.7636517
node,30.2714721,-97.7542517
node,30.2705577,-97.7548029
node,30.3474369,-97.7367842
node,30.2512566,-97.7647636
node,30.3251945,-97.7085989
node,30.1664364,-97.7896942
node,30.4614059,-97.8154102
node,30.4617216,-97.8143261
node,30.2617965,-97.726462
node,30.2618371,-97.7269743
node,30.2618329,-97.7266028
node,30.2618712,-97.7267266
node,30.4017402,-97.7260386
node,30.4017747,-97.7260235
node,30.4018316,-97.7258913
node,30.4018412,-97.7259249
node,30.3571443,-97.7012457
node,30.2082007,-97.8152563
node,30.2079828,-97.8158262
node,30.2079226,-97.8158823
node,30.2080431,-97.8157938
node,30.2080941,-97.8157609
node,30.2081496,-97.815715
node,30.2081875,-97.8156858
node,30.2082726,-97.8156205
node,30.2083178,-97.8155833
